站点地址,站点名称,站点编号,NODE_PARTY_ID,站点加盟日期,银行业务签约日期,签约银行,站点卡数,站点余额,卡均余额,村名,户数,总人口数,标签
河北省石家庄市辛集市旧城镇顿房村,辛集市旧城镇顿房村,1.30E+12,1000038551,2016/2/3 0:00,2016/2/3 0:00,张家口银行,109,1350037.4,12385.66422,顿房村,500,1700,正式运营
陕西省汉中市城固县博望镇解放街,城固县博望镇解放街,6.11E+12,1000038559,2016/2/27 0:00,2016/4/19 0:00,长安银行,6,50254.8,8375.8,解放街,500,1900,正式运营
河北省石家庄市无极县大陈镇东东候村,无极县大陈镇东东候村,1.30E+12,1000038561,2016/2/4 0:00,2016/2/4 0:00,张家口银行,304,4774012.46,15703.98836,东东候村,1000,3000,正式运营
河北省石家庄市无极县七汲镇王村,无极县七汲镇王村二站,1.30E+12,1000038563,2016/2/4 0:00,2016/2/4 0:00,张家口银行,345,5533944,16040.41739,王村,1000,4000,正式运营
河北省石家庄市无极县七汲镇西流村,无极县七汲镇西流村,1.30E+12,1000038565,2016/2/4 0:00,2016/2/4 0:00,张家口银行,454,5418976.21,11936.07095,西流村,500,1500,正式运营
河北省石家庄市无极县七汲镇西小镇村,无极县七汲镇西小镇村二站,1.30E+12,1000038567,2016/2/4 0:00,2016/2/4 0:00,张家口银行,326,3925609.82,12041.74791,西小镇村,1300,4000,正式运营
河北省石家庄市辛集市位伯镇,辛集市位伯镇佃士营,1.30E+12,1000038569,2016/2/4 0:00,2016/2/4 0:00,张家口银行,83,1033600,12453.01205,佃士营,470,1800,正式运营
河北省石家庄市辛集市辛集镇锚营村,辛集市辛集镇锚营村,1.30E+12,1000038571,2016/2/4 0:00,2016/2/4 0:00,张家口银行,127,1269068.23,9992.663228,锚营村,900,3000,正式运营
河北省石家庄市辛集市辛集镇,辛集市辛集镇六郎营,1.30E+12,1000038573,2016/2/4 0:00,2016/2/4 0:00,张家口银行,86,1172833.46,13637.59837,云郎营,500,2000,正式运营
河北省石家庄市元氏县宋曹镇西解村,元氏县宋曹镇西解村助农服务点,1.30E+12,1000038575,2016/2/3 0:00,2016/2/3 0:00,中国银行,70,1330000,19000,西解村,600,2300,正式运营
河北省石家庄市藁城市梅花镇东庄村,藁城市梅花镇东庄村张家口,1.30E+12,1000038577,2016/2/5 0:00,2016/1/28 0:00,张家口银行,138,1448344.48,10495.24986,东庄村,500,2000,正式运营
河北省唐山市玉田县郭家屯乡,玉田县郭家屯乡晓乐屯,1.30E+12,1000038579,2016/1/30 0:00,2016/1/30 0:00,中国银行,1,1380000,1380000,晓乐屯,480,1500,正式运营
河北省唐山市滦南县扒齿港镇扒齿港村,滦南县扒齿港镇扒齿港村,1.30E+12,1000038581,2016/2/5 0:00,2016/2/22 0:00,中国银行,12593,1170000,92.908759,扒齿港村,500,1600,正式运营
河北省石家庄市井陉县微水镇良河西村,井陉县微水镇良河西村,1.30E+12,1000038583,2016/2/5 0:00,2016/2/5 0:00,中国银行,156,5360000,34358.97436,良河西村,300,1000,正式运营
河北省石家庄市井陉县威州镇南平望村,井陉县威州镇南平望村,1.30E+12,1000038585,2016/2/5 0:00,2016/2/5 0:00,中国银行,203,670000,3300.492611,南平望村,700,3200,正式运营
河北省石家庄市藁城市岗上镇内族村,藁城市岗上镇内族村张行,1.30E+12,1000038587,2016/1/22 0:00,2016/1/22 0:00,张家口银行,0,0,\N,内族村,900,4000,无数据
河北省石家庄市藁城市岗上镇小丰村,藁城市岗上镇小丰村,1.30E+12,1000038589,2016/1/22 0:00,2016/1/22 0:00,张家口银行,0,0,\N,小丰村,850,4000,无数据
河北省石家庄市藁城市岗上镇庄合村,藁城市岗上镇庄合村,1.30E+12,1000038591,2016/1/22 0:00,2016/1/22 0:00,张家口银行,0,0,\N,庄合村,900,4000,无数据
河北省石家庄市藁城市岗上镇故献村,藁城市岗上镇故献村张行,1.30E+12,1000038593,2016/1/22 0:00,2016/1/22 0:00,张家口银行,0,0,\N,故献村,1100,5000,无数据
河北省石家庄市藁城市岗上镇故城村,藁城市岗上镇故城村,1.30E+12,1000038595,2016/1/22 0:00,2016/1/22 0:00,张家口银行,0,0,\N,故城村,800,4000,无数据
河北省衡水市冀州市冀州镇,冀州市冀州镇窑洼村,1.31E+12,1000038611,2016/2/14 0:00,2016/2/19 0:00,中国银行,93,290000,3118.27957,窑洼村,600,2000,正式运营
河南省商丘市梁园区水池铺乡水池铺村,梁园区水池铺乡水池铺村,4.11E+12,1000038655,2016/2/16 0:00,2016/2/16 0:00,中国银行,5,305724.16,61144.832,水池铺村,600,3000,非正式运营
山东省烟台市蓬莱市小门家镇柞树庄村,蓬莱市小门家镇柞树庄村,3.71E+12,1000038666,2016/2/17 0:00,2016/2/17 0:00,中国银行,0,10000,\N,柞树庄村,400,1200,企业
山东省烟台市福山区门楼镇卫家疃村,福山区门楼镇卫家疃村,3.71E+12,1000038674,2016/2/17 0:00,2016/2/17 0:00,中国银行,0,10546200,\N,卫家疃村,500,1400,正式运营
山东省烟台市福山区门楼镇房家疃村,福山区门楼镇房家疃村,3.71E+12,1000038676,2016/2/17 0:00,2016/2/17 0:00,中国银行,0,1622248.83,\N,房家疃村,400,1300,非正式运营
山东省烟台市蓬莱市大辛店镇西沟刘家村,蓬莱市大辛店镇西沟刘家村,3.71E+12,1000038680,2016/2/17 0:00,2016/2/20 0:00,中国银行,1,325001,325001,西沟刘家村,300,1000,正式运营
山东省烟台市蓬莱市大辛店镇小迟家村,蓬莱市大辛店镇小迟家村,3.71E+12,1000038684,2016/2/17 0:00,2016/2/20 0:00,中国银行,0,0,\N,小迟家村,400,1300,无数据
山东省烟台市蓬莱市大辛店镇柳家村,蓬莱市大辛店镇柳家村,3.71E+12,1000038686,2016/2/17 0:00,2016/2/20 0:00,中国银行,0,0,\N,柳家村,300,1000,无数据
山东省烟台市蓬莱市大辛店镇郭家庄村,蓬莱市大辛店镇郭家庄村,3.71E+12,1000038688,2016/2/17 0:00,2016/2/20 0:00,中国银行,0,0,\N,郭家庄村,400,1300,无数据
山东省烟台市蓬莱市大辛店镇龙山店村,蓬莱市大辛店镇龙山店村,3.71E+12,1000038690,2016/2/17 0:00,2016/2/20 0:00,中国银行,0,0,\N,龙山店村,300,1000,无数据
山东省烟台市蓬莱市大辛店镇,蓬莱市大辛店镇北孙沟村,3.71E+12,1000038692,2016/2/17 0:00,2016/2/20 0:00,中国银行,0,0,\N,北孙沟村,400,1300,无数据
山东省烟台市蓬莱市小门家镇后迟家村,蓬莱市小门家镇后迟家村,3.71E+12,1000038694,2016/2/17 0:00,2016/2/17 0:00,中国银行,0,0,\N,后迟家村,300,700,无数据
山东省烟台市蓬莱市新港街道刘家旺村,蓬莱市新港街道刘家旺村,3.71E+12,1000038696,2016/2/17 0:00,2016/2/17 0:00,中国银行,0,403817.16,\N,刘家旺村,1000,3200,正式运营
山东省烟台市蓬莱市小门家镇卧龙村,蓬莱市小门家卧龙村,3.71E+12,1000038698,2016/2/17 0:00,2016/2/17 0:00,中国银行,0,559399.5,\N,卧龙村,370,1000,正式运营
山东省烟台市招远市玲珑镇玲珑台上村,招远市玲珑镇玲珑台上村,3.71E+12,1000038700,2016/2/18 0:00,2016/2/18 0:00,中国银行,0,0,\N,玲珑台上村,500,1200,无数据
河北省衡水市饶阳县大官亭乡高口村,饶阳县大官亭乡高口村,1.31E+12,1000038704,2016/2/18 0:00,2016/2/20 0:00,中国银行,209,1630000,7799.043062,高口村,450,2000,正式运营
山东省烟台市蓬莱市大辛店镇大宫家村,蓬莱市大辛店镇大宫家村,3.71E+12,1000038712,2016/2/18 0:00,2016/2/18 0:00,中国银行,0,130000,\N,大宫家村,550,1000,正式运营
山东省烟台市蓬莱市北沟镇大丁家村,蓬莱市北沟镇大丁家村,3.71E+12,1000038714,2016/2/18 0:00,2016/2/18 0:00,中国银行,0,72000,\N,大丁家村,500,1500,企业
山东省烟台市蓬莱市北沟镇北沟一村,蓬莱市北沟镇北沟一村,3.71E+12,1000038716,2016/2/18 0:00,2016/2/18 0:00,中国银行,2,243489.74,121744.87,北沟一村,350,1200,正式运营
山东省烟台市蓬莱市北沟镇孙陶村,蓬莱市北沟镇孙陶村,3.71E+12,1000038718,2016/2/18 0:00,2016/2/19 0:00,中国银行,0,975815,\N,孙陶村,500,1000,正式运营
山东省烟台市蓬莱市北沟镇李家庄村,蓬莱市北沟镇李家庄村,3.71E+12,1000038720,2016/2/18 0:00,2016/2/18 0:00,中国银行,0,5000,\N,李家庄村,500,1300,非正式运营
山东省烟台市蓬莱市北沟镇北王绪村,蓬莱市北沟镇北王绪村,3.71E+12,1000038722,2016/2/18 0:00,2016/2/19 0:00,中国银行,0,0,\N,北王绪村,1000,3000,无数据
山东省烟台市蓬莱市北沟镇泥沟村,蓬莱市北沟镇泥沟村,3.71E+12,1000038724,2016/2/18 0:00,2016/2/18 0:00,中国银行,0,0,\N,泥沟村,150,500,无数据
山东省烟台市蓬莱市北沟镇小姜家村,蓬莱市北沟镇小姜家村,3.71E+12,1000038726,2016/2/18 0:00,2016/2/18 0:00,中国银行,0,366000,\N,小姜家村,550,1000,正式运营
山东省烟台市龙口市东莱街道北巷村,龙口市东莱街道北巷村,3.71E+12,1000038728,2016/2/18 0:00,2016/2/18 0:00,中国银行,0,1747315.75,\N,北巷村,500,1200,企业
四川省资阳市安岳县文化镇隆恩村,安岳县文化镇隆恩村,5.12E+12,1000038742,2016/3/4 0:00,2016/3/15 0:00,中国银行,126,373898.75,2967.450397,隆恩村,800,3000,正式运营
山东省烟台市福山区门楼镇门楼村,福山区门楼镇门楼村,3.71E+12,1000038744,2016/2/19 0:00,2016/2/19 0:00,中国银行,0,0,\N,门楼村,1000,3000,无数据
山东省烟台市福山区清洋街道西北关,福山区清洋街道西北关,3.71E+12,1000038746,2016/2/19 0:00,2016/2/19 0:00,中国银行,1,6838367.26,6838367.26,西北关,400,1300,正式运营
山东省烟台市蓬莱市村里集镇温石汤村,蓬莱市村里集镇温石汤村,3.71E+12,1000038748,2016/2/19 0:00,2016/2/19 0:00,中国银行,0,0,\N,温石汤村,600,1700,无数据
山东省烟台市蓬莱市村里集镇上门家村,蓬莱市村里集镇上门家村,3.71E+12,1000038752,2016/2/19 0:00,2016/2/18 0:00,中国银行,0,0,\N,上门家村,400,1400,无数据
山东省烟台市蓬莱市村里集镇车里张家村,蓬莱市村里集镇车里张家村,3.71E+12,1000038754,2016/2/19 0:00,2016/2/19 0:00,中国银行,0,0,\N,车里张家村,600,2000,无数据
山东省烟台市蓬莱市村里集镇巩家村,蓬莱市村里集镇巩家村,3.71E+12,1000038756,2016/2/19 0:00,2016/2/19 0:00,中国银行,0,0,\N,巩家村,400,1200,无数据
山东省烟台市蓬莱市村里集镇小柱村,蓬莱市村里集镇小柱村,3.71E+12,1000038758,2016/2/19 0:00,2016/2/19 0:00,中国银行,0,0,\N,小柱村,400,1500,无数据
河北省石家庄市深泽县桥头乡寺头村,深泽县桥头乡寺头村张家口,1.30E+12,1000038760,2016/2/19 0:00,2016/2/20 0:00,张家口银行,116,1374147.5,11846.09914,寺头村,600,2500,正式运营
河南省安阳市内黄县张龙乡翟野羊村,内黄县张龙乡翟野羊村,4.11E+12,1000038764,2016/2/19 0:00,2016/2/19 0:00,中国银行,14,2.48,0.177143,翟野羊村,1000,3500,非正式运营
河南省安阳市林州市城郊乡田西峪村,林州市城郊乡田西峪村,4.11E+12,1000038770,2016/2/19 0:00,2016/2/22 0:00,中国银行,15,694.16,46.277333,田西峪村,1000,5100,非正式运营
河北省承德市兴隆县北营房镇北营房村,兴隆县北营房镇北营房村,1.31E+12,1000038772,2016/3/1 0:00,2016/3/1 0:00,中国银行,108,140000,1296.296296,北营房村,500,2000,正式运营
河南省南阳市内乡县七里坪乡,内乡县七里坪乡七里坪街,4.11E+12,1000038774,2015/2/27 0:00,2014/12/1 0:00,中国银行,250,1339821,5359.284,七里坪街,900,4500,虚拟
河南省南阳市桐柏县吴城镇罗畈村,桐柏县吴城镇罗畈村,4.11E+12,1000038778,2015/5/15 0:00,2015/5/15 0:00,中国银行,65,116161.31,1787.097077,罗畈村,438,900,非正式运营
河南省开封市尉氏县城关镇梅庄村,尉氏县城关镇梅庄村,4.10E+12,1000038780,2015/5/12 0:00,2015/5/12 0:00,中国银行,132,44173.4,334.64697,梅庄村,500,2000,非正式运营
河南省开封市通许县长智镇东芦氏村,通许县长智镇东芦氏村,4.10E+12,1000038782,2016/2/19 0:00,2015/1/25 0:00,中国银行,197,0,0,东芦氏村,400,2000,非正式运营
河南省开封市通许县朱砂镇中栗岗村,通许县朱砂镇中栗岗村,4.10E+12,1000038784,2016/2/19 0:00,2015/1/26 0:00,中国银行,124,40143.03,323.734113,中栗岗村,300,1500,非正式运营
河北省邢台市清河县连庄镇,清河县连庄镇黄金庄,1.31E+12,1000038786,2016/2/20 0:00,2014/10/3 0:00,中国银行,125,1140000,9120,黄金庄,600,3000,正式运营
河南省商丘市夏邑县济阳镇胡楼村,夏邑县济阳镇胡楼村惠农支付服务点,4.11E+12,1000038788,2016/1/14 0:00,2016/2/20 0:00,中国银行,258,599272.58,2322.761938,胡楼村,800,4000,非正式运营
河南省商丘市夏邑县骆集乡骆集南村,夏邑县骆集乡骆南村惠农支付服务点,4.11E+12,1000038790,2016/2/20 0:00,2016/2/20 0:00,中国银行,176,72973.82,414.623977,骆集南村,500,2000,正式运营
河南省商丘市柘城县梁庄乡阮庄村,柘城县梁庄乡阮庄村惠农支付服务点,4.11E+12,1000038792,2016/2/20 0:00,2016/2/20 0:00,中国银行,405,1139051.2,2812.472099,阮庄村,600,2500,正式运营
山东省潍坊市安丘市辉渠镇,安丘市辉渠镇小寿山,3.71E+12,1000038798,2016/2/20 0:00,2016/2/20 0:00,工商银行,0,0,\N,小寿山,210,2100,无数据
河北省唐山市丰润区丰润镇娘娘庙村,丰润区丰润镇娘娘庙村,1.30E+12,1000038800,2016/2/20 0:00,2014/1/12 0:00,中国银行,1318,400000,303.490137,娘娘庙村,400,1500,非正式运营
河北省唐山市丰润区欢喜庄乡青庄坞村,丰润区欢喜庄乡青庄坞村,1.30E+12,1000038802,2014/1/12 0:00,2014/1/12 0:00,中国银行,86,59350000,690116.2791,青庄坞村,500,1600,非正式运营
河北省唐山市丰润区常庄乡东黄各庄村,丰润区常庄乡黄各庄村,1.30E+12,1000038806,2015/1/12 0:00,2015/1/12 0:00,中国银行,61,100000,1639.344262,东黄各庄村,400,1700,非正式运营
河北省唐山市古冶区卑家店乡卑家店一街村,古冶区卑家店乡卑家店一街村,1.30E+12,1000038808,2016/2/20 0:00,2015/1/14 0:00,中国银行,220,530000,2409.090909,卑家店一街村,400,1800,正式运营
河北省唐山市遵化市苏家洼镇达志沟村,遵化市苏家洼镇达志沟村,1.30E+12,1000038810,2016/2/20 0:00,2015/1/29 0:00,中国银行,100,2220000,22200,达志沟村,350,1200,非正式运营
河北省石家庄市赵县北王里镇何庄村,赵县北王里镇何庄村.,1.30E+12,1000038814,2016/2/20 0:00,2016/2/20 0:00,中国银行,215,5260000,24465.11628,何庄村,600,2700,正式运营
河南省商丘市睢阳区古宋乡许楼村,商丘市城乡一体化示范区民欣街道办事处筹备组许楼村惠农支付,4.11E+12,1000038816,2016/2/20 0:00,2016/2/20 0:00,中国银行,520,397.53,0.764481,许楼村,600,2500,非正式运营
河北省唐山市玉田县杨家套乡,玉田县杨家套乡小定府村,1.30E+12,1000038818,2016/2/20 0:00,2015/3/2 0:00,中国银行,973,3090000,3175.745118,小定府村,200,1000,正式运营
河北省唐山市玉田县散水头镇,玉田县散水头镇小稻地村,1.30E+12,1000038820,2016/2/20 0:00,2015/4/29 0:00,中国银行,3,30010000,10003333.33,小稻地村,200,1000,正式运营
河北省唐山市丰南区南孙庄乡赵四牛村,丰南区南孙庄乡赵四牛村金融,1.30E+12,1000038822,2016/2/20 0:00,2016/2/20 0:00,中国银行,601,6210000,10332.7787,赵四牛村,500,1500,非正式运营
河北省唐山市丰南区南孙庄乡王玉石村,丰南区南孙庄乡王玉石村,1.30E+12,1000038826,2016/2/20 0:00,2016/2/20 0:00,中国银行,486,7500000,15432.09877,王玉石村,300,900,非正式运营
河北省承德市滦平县大屯满族乡兴洲村,滦平县大屯满族乡兴洲村（金融）,1.31E+12,1000038828,2016/3/16 0:00,2016/3/16 0:00,中国银行,0,0,\N,兴洲村,1050,3500,无数据
河北省唐山市遵化市遵化镇铁山岭村,遵化市遵化镇铁山岭村,1.30E+12,1000038842,2014/12/5 0:00,2014/12/5 0:00,中国银行,12,7970000,664166.6667,铁山岭村,400,1300,非正式运营
河北省唐山市遵化市石门镇王家铺村,遵化市石门镇王家铺村,1.30E+12,1000038844,2015/1/29 0:00,2015/1/29 0:00,中国银行,126,2460000,19523.80952,王家铺村,450,1800,非正式运营
河北省唐山市玉田县杨家板桥镇小辛庄村,玉田县杨家板桥镇小辛庄村,1.30E+12,1000038858,2016/1/1 0:00,2016/1/1 0:00,中国银行,104,240000,2307.692308,小辛庄村,350,1400,正式运营
河北省唐山市玉田县石臼窝镇高家庄村,玉田县石臼窝镇高家庄村,1.30E+12,1000038860,2016/1/1 0:00,2016/1/1 0:00,中国银行,8,90000,11250,高家庄村,350,1400,正式运营
山东省烟台市蓬莱市北沟镇港里村,蓬莱市北沟镇港里村,3.71E+12,1000038882,2016/2/22 0:00,2016/2/20 0:00,中国银行,0,0,\N,港里村,300,1100,无数据
河南省南阳市新野县城郊乡官碾村,新野县城郊乡官碾村,4.11E+12,1000038884,2014/12/1 0:00,2015/3/28 0:00,中国银行,183,159721.38,872.794426,官碾村,500,2300,非正式运营
河南省南阳市新野县王集镇王集村,新野县王集镇王集村,4.11E+12,1000038888,2015/3/28 0:00,2014/12/1 0:00,中国银行,319,216236.1,677.856113,王集村,600,3000,非正式运营
山东省滨州市邹平县魏桥镇吴西村,邹平县魏桥镇吴西村,3.72E+12,1000038890,2016/2/22 0:00,2016/2/22 0:00,中国银行,9,10193091.4,1132565.711,吴西村,300,1120,正式运营
河北省石家庄市藁城市张家庄镇张家庄村,藁城市张家庄镇张家庄村,1.30E+12,1000038892,2016/1/22 0:00,2016/1/22 0:00,张家口银行,103,885146.89,8593.659126,张家庄村,2000,8000,正式运营
河北省石家庄市藁城市张家庄镇赵庄村,藁城市张家庄镇赵庄村张家口银行,1.30E+12,1000038894,2016/2/22 0:00,2016/1/22 0:00,张家口银行,2,10000,5000,赵庄村,2100,10000,正式运营
山东省滨州市邹平县黛溪街道办事处,邹平县黛溪街道办事处城里村,3.72E+12,1000038905,2016/2/22 0:00,2016/2/22 0:00,中国银行,1,5953814.86,5953814.86,城里村,445,1600,非正式运营
河北省唐山市玉田县亮甲店镇孔五官屯村,玉田县亮甲店镇孔五官屯村金融,1.30E+12,1000038907,2016/2/22 0:00,2016/3/3 0:00,中国银行,0,0,\N,孔五官屯村,300,1500,无数据
四川省绵阳市安县河清镇富乐社区居,安县河清镇富乐社区居,5.11E+12,1000038917,2016/2/25 0:00,2016/2/25 0:00,中国银行,72,2300,31.944444,富乐社区居,2000,6000,正式运营
河北省唐山市迁西县上营乡鹿过寨村,迁西县上营乡鹿过寨村,1.30E+12,1000038923,2016/2/23 0:00,2016/2/23 0:00,中国银行,0,0,\N,鹿过寨村,500,2000,无数据
山东省威海市荣成市崖西镇林家庄村,荣成市崖西镇林家庄村,3.71E+12,1000038927,2016/2/23 0:00,2016/3/16 0:00,中国银行,4,8540892.45,2135223.113,林家庄村,400,1100,非正式运营
山东省威海市环翠区初村镇东石岭村,环翠区初村镇东石岭村,3.71E+12,1000038929,2016/2/23 0:00,2016/3/11 0:00,中国银行,1,360329.92,360329.92,东石岭村,400,1200,非正式运营
河北省唐山市迁安市杨各庄镇杨各庄村,迁安市杨各庄镇杨各庄村,1.30E+12,1000038934,2016/3/11 0:00,2016/3/11 0:00,中国银行,2129,1900000,892.437764,杨各庄村,500,2000,非正式运营
山东省威海市荣成市人和镇何家村,荣成市人和镇何家村,3.71E+12,1000038936,2016/2/24 0:00,2016/3/8 0:00,中国银行,0,0,\N,何家村,200,700,无数据
陕西省宝鸡市陈仓区磻溪镇,陈仓区磻溪镇双基堡,6.10E+12,1000038938,2016/3/3 0:00,2016/3/3 0:00,长安银行,112,844695.14,7541.920893,双基堡,600,3040,正式运营
河北省廊坊市安次区东沽港镇桃园村,安次区东沽港镇桃园村,1.31E+12,1000038940,2016/2/24 0:00,2016/6/6 0:00,中国银行,0,0,\N,桃园村,300,1400,无数据
河北省唐山市迁安市五重安乡更新庄村,迁安市五重安乡更新庄村2,1.30E+12,1000038952,2016/2/24 0:00,2016/3/15 0:00,中国银行,125,60000,480,更新庄村,500,2000,非正式运营
山东省烟台市栖霞市亭口镇枣林村,栖霞市亭口镇枣林村助农服务点,3.71E+12,1000038960,2016/2/25 0:00,2016/2/25 0:00,中国银行,1,1005063.21,1005063.21,枣林村,650,350,正式运营
四川省广元市利州区下西街道办事处火车南站社区居,东坝街道办事处望江社区,5.11E+12,1000038975,2016/2/25 0:00,2016/2/25 0:00,中国银行,77,2078364.29,26991.74403,火车南站社区居,1500,6000,正式运营
山东省烟台市牟平区宁海街道姜家庄村,牟平区宁海街道姜家庄村,3.71E+12,1000038983,2016/2/25 0:00,2016/2/25 0:00,中国银行,2,752137.37,376068.685,姜家庄村,600,1300,大客户
山东省烟台市牟平区宁海街道高金埠村,牟平区宁海街道高金埠村,3.71E+12,1000038985,2016/2/25 0:00,2016/2/25 0:00,中国银行,6,8688368.65,1448061.442,高金埠村,400,1000,企业
山东省烟台市福山区门楼镇蔡家庄村,福山区门楼镇蔡家庄村,3.71E+12,1000038987,2016/2/24 0:00,2016/2/24 0:00,中国银行,1,1052443.55,1052443.55,蔡家庄村,400,1100,非正式运营
山东省烟台市福山区高疃镇上疋山夼村,福山区高疃镇上疋山夼村,3.71E+12,1000038989,2016/2/26 0:00,2016/2/26 0:00,中国银行,0,0,\N,上疋山夼村,500,2000,无数据
山东省烟台市莱山区初家街道,莱山区初家街道南塂村,3.71E+12,1000038991,2016/2/26 0:00,2016/2/26 0:00,中国银行,0,0,\N,南塂村,500,2000,无数据
四川省广元市利州区东坝街道办事处水柜村,利州区东坝街道办事处水柜村,5.11E+12,1000038995,2016/2/26 0:00,2016/3/4 0:00,中国银行,363,3553396.26,9788.970413,水柜村,500,2300,正式运营
四川省达州市达川区石桥镇东升村,达川区石桥镇东升村,5.12E+12,1000038999,2016/2/29 0:00,2016/2/29 0:00,中国银行,10,89243.45,8924.345,东升村,800,2500,正式运营
陕西省宝鸡市陈仓区周原镇营子头村,陈仓区周原镇营子头村,6.10E+12,1000039001,2016/3/10 0:00,2016/3/10 0:00,长安银行,0,0,\N,营子头村,980,4250,无数据
四川省成都市温江区金马街道办事处四友村,温江金马镇四友村乡邻小站商贸部,5.10E+12,1000039003,2016/2/26 0:00,2016/3/25 0:00,中国银行,1135,277593.2,244.575507,四友村,500,2500,正式运营
陕西省宝鸡市陈仓区周原镇第一村,陈仓区周原镇第一村,6.10E+12,1000039007,2016/3/14 0:00,2016/3/30 0:00,长安银行,70,538200,7688.571429,第一村,900,4000,正式运营
四川省达州市通川区北外镇,达川区北外镇吴家沟村,5.12E+12,1000039037,2016/2/28 0:00,2016/2/28 0:00,中国银行,1,10708,10708,吴家沟村,4000,15000,正式运营
河北省承德市滦平县大屯满族乡东院村,滦平县大屯满族乡东院村,1.31E+12,1000039043,2016/3/16 0:00,2016/3/16 0:00,中国银行,49,10000,204.081633,东院村,800,2500,正式运营
河北省石家庄市平山县两河乡两河村,平山县两河乡两河村,1.30E+12,1000039055,2016/4/21 0:00,2016/4/21 0:00,中国银行,0,0,\N,两河村,800,3700,无数据
河北省石家庄市元氏县苏阳乡东苏阳村,元氏县苏阳乡东苏阳村,1.30E+12,1000039057,2016/2/24 0:00,2016/3/3 0:00,平安银行,328,416860.36,1270.915732,东苏阳村,500,2700,正式运营
山东省威海市文登市米山镇新上庄村,文登市米山镇新上庄村,3.71E+12,1000039065,2016/2/22 0:00,2016/2/22 0:00,中国银行,1,100160.51,100160.51,新上庄村,500,1200,非正式运营
山东省威海市文登市文登营镇乔家庄村,文登市文登营镇乔家庄村,3.71E+12,1000039067,2016/2/26 0:00,2016/2/26 0:00,中国银行,1,153335.81,153335.81,乔家庄村,500,1200,非正式运营
山东省烟台市栖霞市蛇窝泊镇,栖霞市蛇窝泊镇马河村,3.71E+12,1000039069,2016/2/29 0:00,2016/2/29 0:00,中国银行,7,1699129.39,242732.77,马河村,600,1200,正式运营
河北省邯郸市峰峰矿区大峪镇北大峪村,峰峰矿区大峪镇北大峪村,1.30E+12,1000039071,2016/2/29 0:00,2016/3/1 0:00,中国银行,1508,7240000,4801.061008,北大峪村,300,3000,非正式运营
山东省威海市文登市大水泊镇大水泊村,文登市大水泊镇大水泊村,3.71E+12,1000039078,2016/2/22 0:00,2016/2/22 0:00,中国银行,35,663384.95,18953.85571,大水泊村,300,600,非正式运营
河北省石家庄市无极县里城道乡祁村,无极县里城道乡祁村,1.30E+12,1000039090,2016/3/1 0:00,2016/3/1 0:00,张家口银行,416,3641680.54,8754.03976,祁村,700,2000,正式运营
河北省石家庄市无极县无极镇姚村,无极县无极镇姚村,1.30E+12,1000039094,2016/3/1 0:00,2016/3/1 0:00,张家口银行,320,3676828.79,11490.08997,姚村,300,1000,正式运营
河北省石家庄市无极县无极镇营里村,无极县无极镇营里村,1.30E+12,1000039097,2016/3/1 0:00,2016/3/1 0:00,张家口银行,58,484310.72,8350.184828,营里村,700,2000,正式运营
河北省石家庄市无极县高头乡西朱家庄村,无极县高头乡西朱家庄村,1.30E+12,1000039113,2016/3/1 0:00,2016/3/1 0:00,张家口银行,28,368691.4,13167.55,西朱家庄村,400,1200,正式运营
河北省石家庄市赵县赵州镇苏村,赵县赵州镇苏村一站,1.30E+12,1000039115,2016/3/2 0:00,2016/4/28 0:00,平安银行,0,0,\N,苏村,800,3000,无数据
四川省德阳市旌阳区天元镇三元村,德阳市旌阳区天元镇三元村,5.11E+12,1000039117,2016/3/1 0:00,2016/3/1 0:00,中国银行,541,2332861.05,4312.127634,三元村,1000,3500,正式运营
山东省潍坊市安丘市凌河镇偕户村,安丘市凌河镇偕户村2,3.71E+12,1000039135,2016/3/2 0:00,2016/3/2 0:00,工商银行,12,0,0,偕户村,210,1238,正式运营
四川省广元市利州区广元经济开发区石龙街道,广元市经济开发区石龙街道双龙社区中行助农点,5.11E+12,1000039141,2016/3/2 0:00,2016/3/2 0:00,中国银行,0,0,\N,双龙社区,500,2000,无数据
河北省衡水市安平县马店镇南白沙庄村,安平县马店镇南白沙庄村,1.31E+12,1000039149,2016/2/3 0:00,2016/2/3 0:00,中国银行,255,1090000,4274.509804,南白沙庄村,900,3500,正式运营
山东省威海市乳山市育黎镇鲁济村,"乳山市育黎镇鲁济村助农服务点
",3.71E+12,1000039157,2016/3/2 0:00,2016/3/2 0:00,中国银行,2,1487686.63,743843.315,鲁济村,300,1100,正式运营
河北省沧州市河间市卧佛堂镇小章村,河间市卧佛堂镇小章村,1.31E+12,1000039159,2016/3/2 0:00,2016/3/2 0:00,中国银行,121,7180000,59338.84298,小章村,2000,600,正式运营
河北省衡水市武邑县肖桥头镇肖乔头村,武邑县肖桥头镇肖桥头村,1.31E+12,1000039187,2016/3/3 0:00,2016/3/1 0:00,中国银行,206,120000,582.524272,肖乔头村,500,1600,正式运营
河北省石家庄市无极县郝庄乡黄台村,无极县郝庄乡黄台村,1.30E+12,1000039189,2016/3/4 0:00,2016/3/3 0:00,平安银行,27,4.99,0.184815,黄台村,4000,10000,正式运营
